1.044366836547851562e+02,4.846154479980468750e+02
1.275740509033203125e+02,6.186815185546875000e+02
1.318755340576171875e+02,6.295065917968750000e+02
1.341551971435546875e+02,6.038604736328125000e+02
1.349804077148437500e+02,3.736392517089843750e+02
1.415517730712890625e+02,4.800581970214843750e+02
1.419677124023437500e+02,6.148792724609375000e+02
1.435098114013671875e+02,3.682441711425781250e+02
1.462250823974609375e+02,2.645994873046875000e+02
1.463852996826171875e+02,5.993256835937500000e+02
1.489711303710937500e+02,5.784487304687500000e+02
1.520241546630859375e+02,2.295780181884765625e+02
1.526101379394531250e+02,5.783125610351562500e+02
1.559053192138671875e+02,6.471178588867187500e+02
1.561660919189453125e+02,5.784681396484375000e+02
1.570969696044921875e+02,5.742140502929687500e+02
1.570969696044921875e+02,5.742140502929687500e+02
1.572051391601562500e+02,5.673566284179687500e+02
1.591993103027343750e+02,3.294158630371093750e+02
1.593360290527343750e+02,5.482028808593750000e+02
1.649283752441406250e+02,5.806707153320312500e+02
1.649871673583984375e+02,4.619199218750000000e+02
1.653471069335937500e+02,5.442108154296875000e+02
1.665331420898437500e+02,5.704603881835937500e+02
1.682110137939453125e+02,5.510123901367187500e+02
1.682110137939453125e+02,5.510123901367187500e+02
1.684069213867187500e+02,5.562695312500000000e+02
1.684990539550781250e+02,4.549280395507812500e+02
1.701222076416015625e+02,4.931405944824218750e+02
1.720642242431640625e+02,5.545038452148437500e+02
1.720642242431640625e+02,5.545038452148437500e+02
1.725420227050781250e+02,5.615569458007812500e+02
1.725420227050781250e+02,5.615569458007812500e+02
1.730386352539062500e+02,5.965048828125000000e+02
1.730534515380859375e+02,5.584907836914062500e+02
1.733713226318359375e+02,4.630687561035156250e+02
1.745771026611328125e+02,4.904526672363281250e+02
1.759028778076171875e+02,5.049027404785156250e+02
1.759774322509765625e+02,5.956499023437500000e+02
1.766634368896484375e+02,2.003484039306640625e+02
1.769722290039062500e+02,6.519916381835937500e+02
1.769722290039062500e+02,6.519916381835937500e+02
1.770905151367187500e+02,4.587782897949218750e+02
1.770905151367187500e+02,4.587782897949218750e+02
1.773775787353515625e+02,4.421588439941406250e+02
1.773775787353515625e+02,4.421588439941406250e+02
1.777909851074218750e+02,5.972788696289062500e+02
1.778362274169921875e+02,5.223233642578125000e+02
1.780820159912109375e+02,5.584908447265625000e+02
1.781097106933593750e+02,4.106793212890625000e+02
1.790440979003906250e+02,5.410075683593750000e+02
1.808560180664062500e+02,4.121631774902343750e+02
1.810766601562500000e+02,5.163678588867187500e+02
1.814464416503906250e+02,5.702869262695312500e+02
1.825861358642578125e+02,4.230721740722656250e+02
1.827141723632812500e+02,5.879658203125000000e+02
1.828475494384765625e+02,4.371543579101562500e+02
1.841519622802734375e+02,4.123298339843750000e+02
1.843864440917968750e+02,5.238785400390625000e+02
1.850879058837890625e+02,5.379396362304687500e+02
1.851492462158203125e+02,6.500751342773437500e+02
1.852236480712890625e+02,4.513264160156250000e+02
1.860931701660156250e+02,5.783670043945312500e+02
1.867641448974609375e+02,3.687710876464843750e+02
1.871419982910156250e+02,3.604985961914062500e+02
1.909067687988281250e+02,5.798070068359375000e+02
1.921132965087890625e+02,5.561259155273437500e+02
1.928834228515625000e+02,5.267239990234375000e+02
1.929401855468750000e+02,6.620337524414062500e+02
1.935536956787109375e+02,4.565919494628906250e+02
1.935536956787109375e+02,4.565919494628906250e+02
1.936518096923828125e+02,6.079766235351562500e+02
1.937884368896484375e+02,4.931792602539062500e+02
1.937884368896484375e+02,4.931792602539062500e+02
1.940097961425781250e+02,5.467050170898437500e+02
1.940097961425781250e+02,5.467050170898437500e+02
1.940992279052734375e+02,5.419218139648437500e+02
1.942851104736328125e+02,4.189230957031250000e+02
1.947749633789062500e+02,5.903957519531250000e+02
1.948602600097656250e+02,3.737554626464843750e+02
1.950194244384765625e+02,4.584561767578125000e+02
1.950194244384765625e+02,4.584561767578125000e+02
1.959544067382812500e+02,4.245743713378906250e+02
1.959652404785156250e+02,3.925492858886718750e+02
1.961928253173828125e+02,5.090110168457031250e+02
1.962900848388671875e+02,3.979823303222656250e+02
1.968896789550781250e+02,3.301313476562500000e+02
1.968896789550781250e+02,3.301313476562500000e+02
1.969437713623046875e+02,6.818162231445312500e+02
1.969489746093750000e+02,3.562383422851562500e+02
1.969698944091796875e+02,5.544380493164062500e+02
1.973316955566406250e+02,5.748901367187500000e+02
1.993553619384765625e+02,4.596589965820312500e+02
2.000354919433593750e+02,4.383155517578125000e+02
2.012222747802734375e+02,5.451893310546875000e+02
2.013569946289062500e+02,3.136242675781250000e+02
2.016504211425781250e+02,6.319973754882812500e+02
2.018574066162109375e+02,4.365310974121093750e+02
2.021588439941406250e+02,4.274551391601562500e+02
2.030242767333984375e+02,4.315157470703125000e+02
