-1.333671010389345379e-01,-4.519759731681140535e-01,5.935379075381731262e+00
-1.277373266537115137e-01,8.843468689911297975e-01,6.652086265312970426e+00
3.540305822531907010e-02,-5.580195743368132621e-01,6.052312163015007407e+00
3.773070180700938830e-02,3.659510868262781935e-01,6.031282431927356136e+00
5.245046440426641421e-02,2.432349713083281351e-01,5.924887844531370185e+00
7.378116115287294829e-02,6.182495025603925720e-01,6.158430658107150180e+00
7.593258861997816134e-02,2.059672149003594077e-01,5.868047100062570465e+00
1.097047489266493037e-01,6.285483443342854137e-01,6.058091750546989118e+00
1.182132285649781095e-01,4.086224534089621385e-01,5.914829332662421280e+00
1.182132285649781095e-01,4.086224534089621385e-01,5.914829332662421280e+00
1.594552690043327670e-01,-5.767686560067809554e-01,6.030051161569431883e+00
1.660683775457373335e-01,-3.712546168908656408e-01,5.651320804001568554e+00
1.660683775457373335e-01,-3.712546168908656408e-01,5.651320804001568554e+00
1.678578873693885587e-01,-1.124134487783661450e-02,5.598458497414584123e+00
1.714932227801873599e-01,2.054293593090555370e-01,5.704299211240623002e+00
1.738472271601175234e-01,1.542936365908544605e-01,5.668051453354469693e+00
1.856781474214589389e-01,6.720594870006232346e-01,5.987469227739063982e+00
1.794154321295882148e-01,3.196262540851174117e-01,5.750915023197299192e+00
1.826031442932971038e-01,1.288050644802151146e-01,5.620057581236818756e+00
1.887853336592336673e-01,1.906379105231533200e-01,5.678285566085100378e+00
1.998580517225867770e-01,6.889220541868401604e-01,5.935202202795408333e+00
1.969507263420346155e-01,2.742182482603218174e-01,5.699567824648776870e+00
2.115438310949747380e-01,3.080716824432724321e-01,5.685038171876830582e+00
2.115438310949747380e-01,3.080716824432724321e-01,5.685038171876830582e+00
2.115665954300348095e-01,-3.882674302252575593e-01,5.661849272220316642e+00
2.155820751742817953e-01,-3.354272201459159164e-01,5.575593690891799348e+00
2.307558710089726017e-01,6.952079318797514951e-01,5.906354274626374412e+00
2.238220770232332013e-01,2.652496863499544943e-01,5.645991351619619181e+00
2.318432486235814660e-01,-3.413658584356862868e-01,5.598554676257576190e+00
