-3.274146705003331825e-01,-1.326088376406270586e-01,5.752610007833085959e+00
-3.238170963153496063e-01,-1.413466539797994803e-01,5.758182550049670390e+00
-3.238170963153496063e-01,-1.413466539797994803e-01,5.758182550049670390e+00
-3.153855404566963672e-01,-1.432847539176891893e-01,5.760554440158318634e+00
-3.009405571596437401e-01,-1.344543741709347817e-01,5.732969051410788275e+00
-2.961719446758558361e-01,-6.054335642989867872e-02,5.718203833335103070e+00
-2.892809802066014790e-01,-1.308136694495449781e-01,5.732027737292874292e+00
-2.787921953015906062e-01,-4.611601199093958159e-01,5.611831163719003257e+00
-2.796716537576450778e-01,-4.750710471254687706e-01,5.635444745257306209e+00
-2.702737677359838830e-01,-4.632742415237603995e-01,5.608490789978558766e+00
-2.716460084262838359e-01,-1.079495185073913038e-01,5.708215730616270633e+00
-2.691460933738740180e-01,-1.137909357579119790e-01,5.709692808070946590e+00
-2.683373334516090947e-01,-1.188267966648421242e-01,5.715816930737098289e+00
-2.664305692125981673e-01,-1.179534594011705795e-01,5.715424861179999816e+00
-2.594124332385384646e-01,-1.198804915832370893e-01,5.715083579319074403e+00
-2.585895422050811798e-01,-1.384269282060065220e-01,5.728291168044586712e+00
-2.562634618352425120e-01,-1.074217059486722442e-01,5.694146378164917088e+00
-2.411346393916149466e-01,-4.678195206638422476e-01,5.614230489687950687e+00
-2.283543436340230159e-01,-4.744321764258099261e-01,5.611060627582546978e+00
-2.208474144067454070e-01,-5.724891730352316827e-02,5.579598069332148746e+00
-2.118195930364220325e-01,-1.240605634391018092e-01,5.603350476937007940e+00
-1.913249669759637672e-01,-5.674318305950282887e-02,5.559710877055948686e+00
-1.884895578530698390e-01,-5.768004282143598394e-01,5.537351451854678253e+00
-1.875698572343561243e-01,-5.659239296441959111e-01,5.526870772053592340e+00
-1.806087721673205748e-01,-4.793879338876219642e-01,5.492949582509654149e+00
-1.841243819501456325e-01,-4.250590746572766587e-01,5.643793438073247515e+00
-1.841243819501456325e-01,-4.250590746572766587e-01,5.643793438073247515e+00
-1.790451488878916919e-01,-5.091599600510146040e-01,5.489211177734742542e+00
-1.784981190162412690e-01,-5.136456740524572018e-01,5.490221734928251607e+00
-1.757203548902511459e-01,-5.266718731770180240e-01,5.484567409067559574e+00
-1.744974827552195629e-01,-5.169634979200675717e-01,5.485031215277589745e+00
-1.735171422928415697e-01,-5.378030047059685348e-01,5.475387162646122796e+00
-1.727509183033814344e-01,-5.123748408230891505e-01,5.482156928559807518e+00
-1.717330244645566828e-01,-5.745306432400263397e-01,5.476705198202641789e+00
-1.704593886417689330e-01,-1.894637467776691120e-01,5.537683612038770242e+00
-1.658744958615855636e-01,-5.560584357772930808e-01,5.476415897890136719e+00
-1.655212516189829008e-01,-5.637264142132591971e-01,5.471607307741959580e+00
-1.499834217254910340e-01,1.280671434643457229e-01,4.989701580047406715e+00
-1.626040351805851103e-01,-5.694784917125009782e-01,5.471843316237674948e+00
-1.475518242656745360e-01,1.268429731935476201e-01,4.991862393819982202e+00
-1.450896269019970042e-01,1.288590869839281727e-01,4.986799559130991710e+00
-1.595533436119946635e-01,-4.631076881505111209e-01,5.485653674326848694e+00
-1.582954856311799274e-01,-4.792624947947630165e-01,5.462142315919054525e+00
-1.533280288026662441e-01,-4.959448651616962800e-01,5.454415315167342015e+00
-1.519462607729875625e-01,-5.484123837404026869e-01,5.462864285588519664e+00
-1.499527488928661390e-01,-5.358500663843581702e-01,5.457842296482279920e+00
-1.524722994939673726e-01,-3.139671619902725808e-01,5.578101671657136329e+00
-1.495096034849925926e-01,-5.935295942661041879e-01,5.485974660801716141e+00
-1.506229859196877019e-01,-2.201788942529636361e-01,5.596112772366052646e+00
-1.461562439377030176e-01,-5.024790022321401484e-01,5.454864303492922062e+00
-1.452695934477342132e-01,-4.933306677462794831e-01,5.450940417882578437e+00
-1.447459126281067932e-01,-5.968082036557835757e-01,5.485295474539431559e+00
-1.312830934034824870e-01,1.200768320148518364e-01,5.003467393166939559e+00
-1.312830934034824870e-01,1.200768320148518364e-01,5.003467393166939559e+00
-1.423624261528090573e-01,-5.694856295616023134e-01,5.447040071779793102e+00
-1.411978319379964264e-01,-5.448897234687157809e-01,5.450890524736670351e+00
-1.368514881110711734e-01,-5.514908795979787115e-01,5.443738873628810815e+00
-1.359182374351993738e-01,-4.945080263733735437e-01,5.447484272777526115e+00
-1.360187070919086916e-01,-1.433855573722420396e-01,5.525113728891894560e+00
-1.335124826958664357e-01,-5.918312029901929838e-01,5.475441759887278437e+00
-1.335124826958664357e-01,-5.918312029901929838e-01,5.475441759887278437e+00
-1.333781202011183054e-01,-1.305782196512424997e-01,5.509076280308946139e+00
-1.314682958376025557e-01,-5.622557544987629718e-01,5.450581497518642848e+00
-1.308025193192391133e-01,-5.177952244000024740e-01,5.446536425671488324e+00
-1.302513865742606913e-01,-4.953181763174236418e-01,5.443195332773675510e+00
-1.185390542341389214e-01,1.352563706124423337e-01,4.979896272695047976e+00
-1.240233305978982181e-01,-4.897829258791163709e-01,5.447195060388325238e+00
-1.069196890202838562e-01,1.433852650246232319e-01,4.964532804826428780e+00
-1.193439520044316665e-01,-6.987933216929889668e-02,5.543034841407007640e+00
-1.144539804367055436e-01,-4.747124135187775762e-01,5.446967635470865154e+00
-1.143210800114320413e-01,-5.902022230934949043e-01,5.459582489740502531e+00
-1.143748948554631911e-01,-4.620667308276871776e-01,5.473718103115564837e+00
-1.130262038464162622e-01,-5.880357390658772498e-01,5.461293936998734111e+00
-1.129438783446548578e-01,-1.163403167376035885e-01,5.508784681785340531e+00
-1.004176439858009556e-01,1.329073596450314199e-01,4.979287459352198297e+00
-1.108975101797859686e-01,-6.142880464399296248e-01,5.497024627972939115e+00
